RIVPACS Model,End Group,Season Code,Season,TL1 BMWP,TL1 NTAXA,TL1 ASPT,"TL2 WHPT Score (nonAb,DistFam)","TL2 WHPT NTAXA (nonAb,DistFam)","TL2 WHPT ASPT (nonAb,DistFam)","TL2 WHPT Score (nonAb,CompFam)","TL2 WHPT NTAXA (nonAb,CompFam)","TL2 WHPT ASPT (nonAb,CompFam)","TL2 WHPT Score (AbW,DistFam)","TL2 WHPT NTAXA (AbW,DistFam)","TL2 WHPT ASPT (AbW,DistFam)","TL2 WHPT Score (AbW,CompFam)","TL2 WHPT NTAXA (AbW,CompFam)","TL2 WHPT ASPT (AbW,CompFam)",TL1 AWIC(Fam),TL4 AWIC(Sp) Murphy,TL5 AWIC(Sp) Murphy,TL4 WFD AWIC(Sp) McFarland,TL5 WFD AWIC(Sp) McFarland,TL4 Raddum,TL5 Raddum,TL4 SEPA % Acid Sensitive Taxa,TL5 SEPA % Acid Sensitive Taxa,TL4 MetTol,TL5 MetTol,TL1/2 LIFE(Fam) (CompFam),TL2 LIFE(Fam) (DistFam),TL3 LIFE(Fam) (DistFam),TL4 LIFE(Sp),TL5 LIFE(Sp),TL3 PSI(Fam),TL4 PSI(Sp),TL5 PSI(Sp),TL3 E-PSI(fam69),TL4 E-PSI(mixed level),TL5 E-PSI(mixed level),TL4 oFSIsp,TL5 oFSIsp,TL4 ToFSIsp,TL5 ToFSIsp,TL4 CoFSIsp,TL5 CoFSIsp,TL4 GSFI FI05,TL5 GSFI FI05,TL4 GSFI FI09,TL5 GSFI FI09,TL4 GSFI FI091,TL5 GSFI FI091,TL4 GSFI FI091_K,TL5 GSFI FI091_K,TL4 GSFI FI092,TL5 GSFI FI092,TL4 GSFI FI11_12,TL5 GSFI FI11_12,TL4 GSFI FI14_16,TL5 GSFI FI14_16,TL4 GSFI FI15_17,TL5 GSFI FI15_17,TL4 GSFI FI152,TL5 GSFI FI152,TL2 SPEAR(Fam) %,TL4 SPEAR(Sp) %,TL5 SPEAR(Sp) %,SPEAR(pesticides) TL2 fam Knillmann 2018,SPEAR(refuge) TL2 fam Knillmann 2018,SPEAR(pesticides) TL4 sp Knillmann 2018,SPEAR(refuge) TL4 sp Knillmann 2018,SPEAR(pesticides) TL5 sp Knillmann 2018,SPEAR(refuge) TL5 sp Knillmann 2018,TL4 CCI,TL5 CCI,TL2 08 Group ARMI NTaxa,TL2 08 Group ARMI Score,TL2 33 Group ARMI NTaxa,TL2 33 Group ARMI Score,TL2 33 Group Flow & Silt NTaxa,TL2 33 Group Flow & Silt Score,TL2 14 Group Urban NTaxa,TL2 14 Group Urban Score
RIVPACS IV GB,33,7,"Spring, Summer & Autumn",207.3,35,5.9237,233.68,39.5,5.9259,229.37,38.3,5.9963,233.97,39.5,5.9341,229.77,38.3,6.0077,5.0887,7.0822,7.035,9.8908,9.8686,1,1,28.2578,27.5785,47.6712,42.9937,7.1808,7.125,7.1277,7.6408,7.7741,51.1755,53.9215,54.3431,71.6961,73.975,73.6716,5.9714,6.1796,4.3461,4.352,4.5571,4.6331,-0.3928,-0.4334,-0.2054,-0.1228,-0.166,-0.0789,0.3581,0.3274,0.3175,0.3328,-0.0051,-0.0849,0.1859,0.0439,0.8256,0.7183,0.9998,0.7935,35.639,33.7526,40.06,34.6393,92.502,92.2813,75.3943,40.9975,89.5294,20.9105,19.9791,7.4,17.9,24.3,52.1,24.3,41.8,13.2,23.9
RIVPACS IV GB,34,1,Spring,175.70588,30.52941,5.74224,191.72353,33.41176,5.72753,185.95294,32.23529,5.75747,191.65294,33.41176,5.72606,185.94706,32.23529,5.75794,5.14841,7.22818,7.22594,10.17694,10.17724,1,1,36.20318,36.01076,47.86247,45.20276,7.25918,7.22924,7.22924,7.61706,7.77153,53.42694,56.76147,58.25982,71.36194,74.67812,74.67812,6.12712,6.30576,4.39141,4.42829,4.637,4.72035,-0.546,-0.52041,-0.05759,-0.03806,-0.02741,-0.00624,0.49953,0.49094,0.17376,0.18329,-0.05571,-0.10129,0.25959,0.13724,0.75771,0.67847,0.94282,0.70571,36.80535,36.66759,41.92265,47.25694,96.10694,93.76571,89.21782,55.08082,94.47429,12.56076,12.04335,6.35294,13.52941,21.29412,40,21.29412,34.58824,12.11765,20.05882
RIVPACS IV GB,34,2,Summer,173.88235,30.41176,5.72118,183.91176,32.41176,5.68565,180.43529,31.52941,5.73094,184.17059,32.41176,5.69747,180.64706,31.52941,5.74147,5.17994,7.28018,7.26918,10.25435,10.25994,1,1,46.57294,46.34729,47.31918,44.28141,7.24724,7.21535,7.21535,7.70918,7.85218,52.87559,58.18994,58.67841,69.98818,75.21518,75.16771,6.01765,6.23529,4.14188,4.17594,4.45688,4.55224,-0.64976,-0.65306,-0.15624,-0.09753,-0.13794,-0.07588,0.38218,0.38165,0.10141,0.12471,-0.08165,-0.15518,0.20394,0.10247,0.78382,0.70306,0.96365,0.75947,35.79618,37.67418,44.12029,56.78853,85.33676,97.81353,67.75706,61.82818,81.33912,12.09512,12.04853,6.88235,15.76471,21.88235,42.52941,21.88235,38.70588,12.70588,21.52941
RIVPACS IV GB,34,3,Autumn,157.35294,28.94118,5.39135,167.57647,31.05882,5.36629,162.16471,29.88235,5.40124,166.94118,31.05882,5.34659,161.52353,29.88235,5.38029,5.30947,7.19818,7.19512,10.11859,10.12124,1,1,31.87376,31.76671,46.96953,43.65265,7.07759,7.03165,7.03165,7.44312,7.60041,48.30453,51.79447,52.73606,64.75188,70.59665,70.64518,5.95518,6.14924,4.07829,4.06688,4.39882,4.46018,-0.80053,-0.80065,-0.29882,-0.21988,-0.27929,-0.19541,0.26006,0.251,-0.16729,-0.06212,-0.13853,-0.18912,-0.05294,-0.22694,0.58576,0.41682,0.77571,0.50882,28.12282,29.22665,34.67129,37.17906,97.25559,90.31241,89.12059,42.43141,96.34218,11.48,11.36747,5.82353,12.17647,20.35294,38.23529,20.35294,32.05882,11.35294,18.17647
RIVPACS IV GB,34,4,Spring & Summer,216,36.52941,5.90665,236.78235,40.52941,5.837,228.55882,38.82353,5.88071,236.7,40.52941,5.83788,228.28824,38.82353,5.87688,5.11753,7.17659,7.16824,10.18635,10.18829,1,1,41.49012,41.31524,47.80759,44.81094,7.27582,7.24624,7.24624,7.71153,7.86359,54.04506,57.98765,59.09006,72.02471,75.80912,75.77924,6.08394,6.29212,4.31218,4.32676,4.57676,4.65788,-0.461,-0.43618,-0.17582,-0.13571,-0.14871,-0.10494,0.38224,0.37665,0.17171,0.19388,-0.10194,-0.17671,0.23176,0.09541,0.79382,0.72524,0.96329,0.77488,39.36865,39.85482,46.96247,51.54218,89.64329,96.30571,74.20194,57.65771,86.33688,14.73141,14.24765,7.29412,18.29412,24.35294,52.88235,24.35294,42.17647,13.29412,23.52941
RIVPACS IV GB,34,5,Spring & Autumn,209.52941,36.41176,5.72824,230.63529,40.64706,5.65347,221.04706,38.64706,5.69847,229.59412,40.64706,5.628,220.03529,38.64706,5.67206,5.18606,7.15988,7.15453,10.19129,10.19259,1,1,35.43194,35.26812,47.97829,44.53576,7.11647,7.07894,7.07894,7.547,7.70453,49.52141,53.28612,54.73759,67.78476,72.51659,72.55476,6.03624,6.23794,4.27141,4.26218,4.53712,4.60241,-0.52782,-0.50435,-0.27988,-0.20053,-0.25365,-0.17065,0.30282,0.29582,-0.03829,0.03994,-0.16288,-0.22282,0.09953,-0.07012,0.66176,0.54947,0.82888,0.62794,34.64135,34.429,41.20712,41.526,96.62641,92.98829,89.67806,48.233,95.17829,14.17412,13.66088,6.82353,16.05882,24.17647,50.41176,24.17647,39.58824,12.70588,21.88235
RIVPACS IV GB,34,6,Summer & Autumn,210.70588,36.17647,5.81953,227.44706,39.82353,5.71188,218.51765,37.88235,5.76906,226.22941,39.82353,5.68435,217.28235,37.88235,5.74006,5.16841,7.24565,7.235,10.27435,10.28118,1,1,42.55976,42.36176,47.54935,43.80053,7.13706,7.09741,7.09741,7.62282,7.77288,50.94412,55.60424,56.45306,68.13271,74.28288,74.27576,6.03753,6.26012,4.16271,4.16618,4.47576,4.55541,-0.62559,-0.62371,-0.30676,-0.23306,-0.28282,-0.20412,0.24476,0.23406,-0.03935,0.03935,-0.16918,-0.24294,0.07576,-0.07688,0.70835,0.60688,0.88653,0.69718,35.22212,35.44147,42.86741,48.77647,90.44806,95.57788,74.51841,53.95506,87.86835,14.08671,14.05312,7.23529,18,24.47059,52.58824,24.47059,42.35294,13.11765,23.05882
RIVPACS IV GB,34,7,"Spring, Summer & Autumn",233.05882,39.47059,5.89276,257.97647,44.52941,5.78641,246.89412,42.17647,5.84588,256.53529,44.52941,5.75582,245.39412,42.17647,5.81182,5.11935,7.164,7.15212,10.24176,10.24382,1,1,40.02965,39.85794,47.95994,44.43141,7.17171,7.12982,7.12982,7.64329,7.797,51.44747,55.29441,56.50253,69.52553,74.19218,74.18571,6.04424,6.26129,4.28488,4.28447,4.54765,4.623,-0.44576,-0.42076,-0.29247,-0.22447,-0.26418,-0.19147,0.26971,0.25976,0.02753,0.09476,-0.16082,-0.23835,0.13771,-0.03082,0.72559,0.63229,0.89735,0.72206,37.75835,37.56947,45.33547,46.95476,92.02306,95.20547,78.28824,52.79612,89.41094,16.03347,15.55224,7.41176,19.70588,25.58824,58.82353,25.58824,44.64706,13.41176,24.35294
RIVPACS IV GB,35,1,Spring,127.33333,23.09524,5.45933,144.4381,25.42857,5.64386,141.61905,24.95238,5.64257,144.2619,25.42857,5.62886,141.39048,24.95238,5.62695,5.23167,7.20538,7.20295,10.07843,10.07829,1,1,30.66186,30.59733,47.21229,43.88905,7.25014,7.24576,7.24576,7.78305,8.0251,53.68652,60.48357,62.4541,73.37862,77.66638,77.62605,6.02795,6.22838,4.43371,4.52457,4.62652,4.74805,-0.8311,-0.82348,0.08586,0.20567,0.10667,0.2311,0.62581,0.63305,0.14981,0.13314,-0.25095,-0.26529,0.5809,0.47786,0.64171,0.44605,0.80567,0.53914,36.26167,34.88067,42.384,32.977,96.77895,93.38924,90.10295,40.39219,94.81448,10.1841,9.25348,6.04762,13.42857,18.42857,36.57143,18.42857,32.80952,11.2381,18.7619
RIVPACS IV GB,35,2,Summer,119.14286,22.19048,5.33438,131.85714,23.90476,5.48414,131.22857,23.71429,5.50205,133.02857,23.90476,5.54038,132.28571,23.71429,5.55386,5.26295,7.16052,7.15295,10.16224,10.15419,1,1,46.02305,45.92395,45.15476,42.42038,7.32386,7.31129,7.31129,7.86619,8.05148,54.99843,63.01076,61.88262,72.80238,79.29976,78.87114,5.93681,6.13262,4.31886,4.32771,4.52933,4.60271,-0.86271,-1.09781,-0.01829,0.08867,-0.00752,0.09924,0.61024,0.61024,-0.02933,0.02233,-0.11843,-0.20805,0.52738,0.45848,0.54605,0.26838,0.78686,0.56824,31.81571,32.78348,38.085,40.74771,93.22114,91.20005,83.38081,50.37243,90.72243,8.4729,8.19724,6.14286,14,17.80952,37.14286,17.80952,32.95238,11.2381,19.66667
RIVPACS IV GB,35,3,Autumn,129.2381,24.14286,5.32719,147.28095,26.38095,5.55567,145.00952,26,5.55486,147.32381,26.38095,5.56148,145.07143,26,5.55967,5.23414,7.09995,7.08329,10.0551,10.05329,1,1,49.13186,48.96219,46.16171,43.68995,7.17924,7.16729,7.16729,7.75119,7.929,51.39062,57.27862,57.59629,70.617,77.14895,76.87619,5.98148,6.15543,4.41362,4.43786,4.59895,4.67343,-0.87052,-0.9621,-0.0919,0.0361,-0.08381,0.04462,0.54905,0.55105,-0.13248,-0.04805,-0.12657,-0.19676,0.38548,0.3011,0.60295,0.4329,0.71629,0.48771,29.122,29.32338,33.11481,34.22705,98.43757,79.52257,93.16138,47.26286,96.18295,8.63181,8.14757,5.80952,12.2381,18.61905,37.14286,18.61905,32.47619,11.04762,18.28571
RIVPACS IV GB,35,4,Spring & Summer,155.95238,27.42857,5.66705,176.50476,30.61905,5.74762,172.62381,29.90476,5.75586,177.1,30.61905,5.76571,173.02857,29.90476,5.7681,5.19629,7.16743,7.16276,10.15552,10.15157,1,1,38.12776,38.04729,46.73405,43.24548,7.22043,7.22095,7.22095,7.8049,8.05029,54.25895,59.80157,60.79005,73.01619,77.46924,77.27833,5.98267,6.18733,4.3521,4.40548,4.56429,4.666,-0.69029,-0.807,-0.03129,0.09905,-0.0119,0.12195,0.55848,0.55238,0.0679,0.10324,-0.18186,-0.24938,0.53248,0.35376,0.64471,0.41124,0.80552,0.57771,36.75867,35.77129,43.80243,37.34005,94.4931,92.77205,84.95052,45.15457,91.6339,12.07305,10.93057,7,17.28571,21.09524,46.57143,21.09524,38.85714,12.47619,22.33333
RIVPACS IV GB,35,5,Spring & Autumn,164,29.09524,5.62219,187.09524,32.47619,5.74143,183.34762,31.85714,5.73971,187.10476,32.47619,5.74324,183.14762,31.85714,5.73505,5.20267,7.17014,7.15929,10.16948,10.17114,1,1,38.75919,38.64929,47.41543,43.97333,7.17952,7.18095,7.18095,7.76767,7.99695,52.85371,57.36319,59.03938,72.18467,76.91814,76.76814,6.00743,6.19881,4.38762,4.45186,4.59319,4.69657,-0.71395,-0.75652,-0.047,0.06871,-0.03048,0.08962,0.53371,0.52571,0.02595,0.07686,-0.16429,-0.233,0.47181,0.31205,0.6731,0.4861,0.78357,0.56457,35.8999,34.16562,41.68486,33.08233,97.39295,87.17386,91.62295,43.09781,95.25329,11.51962,10.56171,6.71429,16.09524,21.38095,46.95238,21.38095,38.7619,12.28571,21.47619
RIVPACS IV GB,35,6,Summer & Autumn,160.2381,28.52381,5.61095,180.48095,31.61905,5.68738,177.99048,31.14286,5.69895,181.01429,31.61905,5.71224,178.40952,31.14286,5.7211,5.19857,7.1081,7.09543,10.15171,10.14767,1,1,48.12981,47.98724,46.40443,43.25014,7.20995,7.201,7.201,7.81981,8.03495,53.58938,58.6111,59.21005,72.13495,78.04748,77.79329,5.95833,6.14419,4.3829,4.39167,4.57338,4.64324,-0.70529,-0.85914,-0.09829,0.0219,-0.08776,0.03314,0.51233,0.50129,-0.0509,0.02481,-0.09643,-0.18748,0.46167,0.33095,0.63943,0.44519,0.78452,0.57524,33.47876,32.83548,38.80629,39.21271,95.25819,86.815,87.46429,50.65019,92.5449,10.29657,9.81971,6.7619,16.95238,20.85714,47.09524,20.85714,39,12.19048,22.42857
RIVPACS IV GB,35,7,"Spring, Summer & Autumn",179.09524,31.14286,5.73838,203.77143,35.09524,5.78695,199.3381,34.28571,5.79581,203.70476,35.09524,5.78786,199.01905,34.28571,5.79038,5.16729,7.14862,7.1381,10.23019,10.22676,1,1,41.43976,41.33024,47.20767,43.6691,7.17443,7.17371,7.17371,7.78824,8.02719,53.07071,57.32495,58.58552,72.38462,76.60162,76.45157,5.97676,6.16857,4.3791,4.418,4.57762,4.66662,-0.61343,-0.71638,-0.08776,0.02971,-0.07071,0.05052,0.49752,0.47929,0.02667,0.084,-0.14233,-0.22524,0.48114,0.28357,0.6809,0.48133,0.79876,0.58648,36.89395,35.17162,43.14581,36.77829,95.47986,89.10324,86.97471,46.45062,92.66857,12.85962,11.86776,7.14286,18.61905,22.42857,52.85714,22.42857,41.95238,12.7619,23.09524
RIVPACS IV GB,36,1,Spring,120.6,23.35,5.17015,135.655,25.95,5.2329,132.715,25.15,5.28075,134.04,25.95,5.1679,131.105,25.15,5.2146,5.2497,7.29275,7.28745,10.3241,10.32535,1,1,25.42715,25.42355,47.48135,43.90275,6.85795,6.8255,6.8255,7.3422,7.5285,44.29635,48.7354,49.03795,62.3405,68.1162,68.1159,5.68095,5.8666,4.38585,4.472,4.47825,4.59205,-1.0184,-1.1285,-0.38805,-0.3229,-0.3511,-0.27935,0.3365,0.3114,-0.07515,-0.0844,-0.2002,-0.2229,-0.1057,-0.3693,0.5895,0.37885,0.75565,0.46905,30.21995,30.03285,35.4834,39.11735,93.8616,91.3261,84.54295,45.00185,92.1018,11.38575,11.1014,5.1,11,16.95,34.4,16.95,25.3,10.7,16.95
RIVPACS IV GB,36,2,Summer,128.9,24.65,5.2367,139.97,27,5.1968,137.735,26.25,5.259,138.57,27,5.1515,136.33,26.25,5.2131,5.3282,7.1892,7.1761,10.13035,10.1237,1,1,20.8209,20.805,46.6735,42.8476,6.8976,6.8646,6.8646,7.2952,7.49695,45.2943,46.4402,45.2783,63.43945,65.2453,65.18865,5.61,5.8449,4.19115,4.20005,4.34275,4.42965,-0.704,-0.97345,-0.50485,-0.3385,-0.4844,-0.30825,0.2414,0.2414,-0.1334,-0.0445,-0.2032,-0.30465,-0.0316,-0.48125,0.61895,0.32155,0.8106,0.5841,30.1564,32.89365,38.0929,37.88925,96.4792,92.12415,88.09095,45.54295,95.19945,12.68055,12.0405,5.35,11.4,18.55,36.8,18.55,29,10.85,17.5
RIVPACS IV GB,36,3,Autumn,139.1,26.3,5.26945,155.84,29.4,5.2845,152.185,28.35,5.3502,154.55,29.4,5.2422,151.07,28.35,5.3127,5.24085,7.0226,6.9961,9.9278,9.91805,1,1,22.77565,22.7601,46.1329,42.45965,6.8783,6.81565,6.81565,7.30935,7.45445,43.6011,45.32975,44.3547,61.55585,66.2682,65.9653,5.71415,5.94055,4.27145,4.27185,4.42475,4.50395,-0.6946,-0.94075,-0.5736,-0.4353,-0.5556,-0.40715,0.1858,0.1763,-0.2695,-0.1991,-0.26245,-0.31585,-0.19195,-0.5608,0.52135,0.2712,0.6772,0.4677,28.1262,29.83175,33.44645,26.2127,97.94365,82.8373,93.50805,40.076,97.16355,12.493,11.86625,5.55,11.6,19,38.35,19,28.4,11.1,18.4
RIVPACS IV GB,36,4,Spring & Summer,162.05,30.2,5.3593,181.25,34.05,5.32405,177.33,32.9,5.38775,178.315,34.05,5.2384,174.25,32.9,5.29425,5.2633,7.0361,7.0211,10.0211,10.01995,1,1,22.88355,22.87555,47.42705,42.795,6.79755,6.7595,6.7595,7.27625,7.4661,43.6198,46.69645,46.54195,61.7704,65.972,65.97645,5.68425,5.87735,4.3093,4.34705,4.4359,4.5247,-0.7044,-0.9256,-0.5509,-0.4312,-0.52805,-0.39975,0.2028,0.1715,-0.17695,-0.12775,-0.26375,-0.33625,-0.0718,-0.4684,0.65105,0.41805,0.79115,0.56725,31.53365,32.62585,39.15795,37.7282,95.4512,91.71375,86.51305,44.95055,94.1431,14.27045,13.5565,5.95,14,20.9,45.5,20.9,31.95,11.9,19.7
RIVPACS IV GB,36,5,Spring & Autumn,165.9,30.8,5.367,187.92,35,5.35255,183.415,33.75,5.41405,185.515,35,5.2802,180.825,33.75,5.3326,5.206,7.0166,6.99335,10.0501,10.0463,1,1,24.80455,24.79235,47.2337,42.95785,6.78505,6.7305,6.7305,7.2848,7.4441,43.37365,45.293,45.08515,61.16545,66.0567,66.02165,5.7129,5.8979,4.31,4.33505,4.44625,4.5251,-0.69585,-0.9042,-0.55545,-0.4673,-0.5355,-0.44065,0.1893,0.1535,-0.2241,-0.18695,-0.26915,-0.33065,-0.1456,-0.4828,0.56495,0.34865,0.69995,0.4895,30.74465,31.08905,36.77785,31.89165,96.26945,88.3526,87.8316,41.20505,94.6196,14.23595,13.58565,6,14.15,20.65,46.4,20.65,31.25,11.9,20.2
RIVPACS IV GB,36,6,Summer & Autumn,168,31,5.4058,187.815,35.1,5.34525,183.49,33.85,5.41015,186.225,35.1,5.30205,181.88,33.85,5.36425,5.26375,6.9484,6.92275,9.9402,9.9284,1,1,22.13055,22.11485,46.431,41.9578,6.80225,6.75445,6.75445,7.27175,7.43725,43.77085,45.0266,44.04055,61.07895,65.261,65.0979,5.71355,5.9307,4.2762,4.27615,4.4272,4.5029,-0.5857,-0.84635,-0.6066,-0.4616,-0.5883,-0.4321,0.1244,0.10685,-0.2477,-0.1639,-0.2724,-0.3673,-0.10315,-0.5411,0.59755,0.322,0.7318,0.5384,30.73765,31.8388,37.16195,31.07345,97.1095,88.7916,90.3627,43.42625,95.94905,13.58515,12.92505,6,14.25,21.4,47.6,21.4,32.6,11.75,20.35
RIVPACS IV GB,36,7,"Spring, Summer & Autumn",185.35,33.95,5.44005,208.95,38.8,5.3726,204.1,37.4,5.43935,206.685,38.8,5.312,201.5,37.4,5.3665,5.23375,6.9398,6.91575,9.9988,9.9889,1,1,23.5891,23.5774,47.3115,42.68155,6.74045,6.6905,6.6905,7.2415,7.4138,42.95695,44.57875,44.18905,60.42635,64.716,64.72315,5.7204,5.90105,4.32285,4.3433,4.45615,4.5307,-0.59385,-0.82025,-0.6161,-0.5084,-0.59805,-0.48315,0.1206,0.0869,-0.2525,-0.19535,-0.28105,-0.3682,-0.098,-0.50035,0.61535,0.3778,0.7293,0.5357,31.79335,32.18325,38.526,32.84125,96.2499,90.11545,88.2684,43.4421,94.82285,14.64225,13.96085,6.2,15.45,22.35,52.6,22.35,33.9,12.15,20.75
RIVPACS IV GB,37,1,Spring,141.25,25.7,5.4437,160.465,28.9,5.5185,157.31,28.25,5.5353,160.3,28.9,5.5092,157.125,28.25,5.52465,5.26395,7.1987,7.17645,10.1886,10.18245,1,1,34.22115,34.03195,47.6204,44.83805,7.08505,7.0704,7.0704,7.47925,7.63325,49.55165,51.15605,52.35645,65.18365,68.3258,67.8986,5.81065,5.9294,4.3151,4.4547,4.48315,4.60405,-0.70745,-0.7177,-0.09825,-0.09085,-0.07525,-0.0658,0.43855,0.439,-0.20395,-0.21515,-0.076,-0.1306,0.4254,0.2303,0.5927,0.3846,0.63555,0.3495,34.3904,32.7887,38.3698,39.7607,95.3089,93.5977,84.36805,50.96615,92.71335,10.63285,10.48835,6,13.15,19.5,38.9,19.5,31.45,11.45,19.4
RIVPACS IV GB,37,2,Summer,157.6,29.25,5.3584,173.93,32.2,5.39415,170.7,31.45,5.41875,172.725,32.2,5.35895,169.45,31.45,5.3805,5.3356,7.0838,7.0838,10.1665,10.1665,1,1,42.90765,42.4489,45.815,43.56055,6.8838,6.86705,6.86705,7.3914,7.51405,44.9466,47.60985,47.27505,61.2231,64.44825,64.39085,5.70135,5.863,4.14095,4.16955,4.34605,4.41865,-0.63865,-0.65065,-0.32935,-0.2783,-0.3148,-0.26315,0.1743,0.1731,-0.3035,-0.267,-0.1054,-0.2079,0.2329,-0.0938,0.5123,0.27165,0.61255,0.3901,31.449,32.7892,37.8153,44.9022,87.7565,99.02535,73.55945,55.2116,84.32375,12.83135,12.7198,6.45,14.85,21.25,44.25,21.25,33.8,11.95,20.65
RIVPACS IV GB,37,3,Autumn,153.8,28.5,5.34795,167.03,30.8,5.38705,163.915,30.15,5.39955,164.95,30.8,5.32,161.94,30.15,5.3351,5.33875,6.99775,6.9923,10.03095,10.0329,1,1,40.2262,40.00425,46.4794,43.8524,6.9434,6.92125,6.92125,7.3716,7.5028,45.87315,46.7359,47.12465,60.0956,65.2763,64.99965,5.7514,5.9119,4.1728,4.13525,4.3816,4.4161,-0.8495,-0.9042,-0.4001,-0.3203,-0.37465,-0.2949,0.1146,0.10945,-0.44385,-0.393,-0.18075,-0.2601,0.04985,-0.19085,0.43045,0.2042,0.47845,0.2759,30.29575,30.7115,34.7375,42.1539,97.14305,96.21335,92.0529,59.31735,95.62845,11.4608,11.254,6.05,13.1,20.45,41.2,20.45,31.7,11.55,19.2
RIVPACS IV GB,37,4,Spring & Summer,190.95,33.95,5.5925,218.47,39,5.58065,213.13,37.85,5.608,217.65,39,5.55775,212.155,37.85,5.57925,5.27435,7.0109,6.9972,10.0482,10.04565,1,1,39.8401,39.46335,46.97115,44.15035,6.9222,6.90325,6.90325,7.447,7.5747,47.2322,49.17865,49.6785,62.922,66.64195,66.47615,5.80315,5.949,4.2632,4.3419,4.451,4.54675,-0.4651,-0.4768,-0.3,-0.26415,-0.28175,-0.24445,0.2113,0.20335,-0.24455,-0.2191,-0.105,-0.2124,0.335,0.02765,0.5874,0.3706,0.6652,0.4405,35.4867,34.7763,41.3003,43.95775,90.88195,97.44245,77.43425,55.1864,87.38745,13.3985,13.23205,6.75,17.8,23.85,54.2,23.85,40.5,12.5,22.45
RIVPACS IV GB,37,5,Spring & Autumn,180.95,32.4,5.54515,206.71,36.9,5.57385,201.39,35.8,5.5955,204.7,36.9,5.5133,199.385,35.8,5.5342,5.2551,6.9394,6.9237,9.9695,9.9717,1,1,37.57965,37.3607,47.22155,44.1995,6.93355,6.9143,6.9143,7.38835,7.5468,47.7029,47.0031,48.3525,61.9348,65.43815,65.31775,5.7815,5.9216,4.27005,4.33495,4.4473,4.5334,-0.6229,-0.64645,-0.3583,-0.3152,-0.3349,-0.29,0.16395,0.1486,-0.36275,-0.3275,-0.1587,-0.24685,0.20775,-0.0599,0.5334,0.3083,0.54555,0.32875,35.25635,33.52145,39.69695,41.7136,96.38275,95.9772,89.46485,56.2509,94.30685,12.82915,12.5834,6.45,16.2,22.4,51.1,22.4,36.05,12.1,21
RIVPACS IV GB,37,6,Summer & Autumn,193.5,34.65,5.5589,217.66,39.1,5.5559,212.44,37.95,5.5822,214.81,39.1,5.4826,209.585,37.95,5.5061,5.2651,6.9962,6.9904,10.0334,10.0352,1,1,42.4742,42.11305,46.467,43.52225,6.88125,6.85175,6.85175,7.3652,7.48925,46.8034,46.65855,47.088,62.02175,64.803,64.7664,5.7498,5.91585,4.2198,4.22195,4.40765,4.46695,-0.60245,-0.6442,-0.4324,-0.393,-0.41125,-0.37015,0.03555,0.02,-0.3894,-0.339,-0.16915,-0.2864,0.12725,-0.1744,0.50385,0.26885,0.5596,0.36805,33.63805,32.9894,38.68255,43.3314,92.15355,97.7834,82.05215,57.39525,88.8507,13.50185,13.32655,6.7,17.5,23.85,54.6,23.85,39.35,12.4,22.25
RIVPACS IV GB,37,7,"Spring, Summer & Autumn",207.35,36.55,5.64255,240.16,42.5,5.633,233.495,41.05,5.66645,238.065,42.5,5.5779,231.195,41.05,5.6043,5.22915,6.92985,6.91485,9.9649,9.9635,1,1,40.11155,39.78415,47.175,44.0739,6.88435,6.8555,6.8555,7.3956,7.5248,47.6613,47.13635,47.8615,62.4134,65.24955,65.16525,5.79245,5.9382,4.2833,4.3289,4.4587,4.53565,-0.47595,-0.5032,-0.4207,-0.3823,-0.4002,-0.36005,0.07155,0.054,-0.34365,-0.3013,-0.149,-0.26815,0.2194,-0.09155,0.5558,0.322,0.5957,0.39715,36.2357,34.71285,41.3628,43.00305,93.113,97.21815,83.0719,56.653,89.92995,14.06495,13.8495,6.75,18.95,24.75,60.1,24.75,42.15,12.55,22.95
RIVPACS IV GB,38,1,Spring,117.13043,23,5.06087,135.36957,25.52174,5.28678,134.09565,25.26087,5.29278,134.06522,25.52174,5.24087,132.76087,25.26087,5.24543,5.22404,7.01161,7.00783,9.90183,9.90404,1,1,26.0887,26.04583,47.2993,44.59243,6.87396,6.86435,6.86435,7.24487,7.44109,47.0997,45.46357,48.1263,67.18561,64.6697,64.75422,5.5963,5.72639,4.47643,4.54917,4.50022,4.58696,-0.92439,-0.93439,-0.34265,-0.31013,-0.33057,-0.29739,0.25383,0.23404,-0.5513,-0.52091,-0.14617,-0.21761,0.30174,0.06817,0.50504,0.22409,0.54352,0.23565,30.55443,29.45335,36.75161,33.50913,98.23691,95.81513,92.49413,38.75978,97.25091,10.06409,9.4767,5.3913,11.56522,17.43478,36.47826,17.43478,26.34783,11.04348,17.21739
